SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,charges_ratio,service_count,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_48+,customerID
0,69,80.65,5542.55,0,0.014551064040919794,7,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5457-COLHT
0,1,68.5,68.5,1,1.0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6416-TVAIH
1,72,115.75,8443.7,0,0.013708445349787414,9,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,5451-YHYPW
0,11,73.5,791.75,1,0.09283233343858541,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5108-ADXWO
0,71,80.6,5708.2,0,0.014120037840299918,8,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,7998-WNZEM
0,1,69.95,69.95,1,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3066-RRJIO
0,33,59.55,2016.3,0,0.029534295491742298,6,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,4664-NJCMS
0,16,19.05,326.65,0,0.058319302005204354,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0307-BCOPK
1,56,95.65,5471.75,0,0.01748069630374195,7,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7629-WFGLW
0,1,19.95,19.95,0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2542-HYGIQ
0,5,70.05,346.4,1,0.2022228637413395,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,6715-OFDBP
0,57,19.4,1061.6,0,0.01827430293896006,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,5016-LIPDW
0,56,36.1,1971.5,0,0.018310930763378138,3,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,6481-LXPWL
0,8,94.0,773.65,1,0.1215019711755962,6,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1567-DSCIC
0,22,61.15,1422.05,1,0.043001300938785555,5,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2150-UWTFY
0,1,19.75,19.75,0,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6124-ACRHJ
0,40,64.1,2460.35,0,0.026053203812465706,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,9362-MWODR
0,46,19.75,856.5,0,0.023058960887332166,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,9975-GPKZU
0,63,19.7,1275.85,0,0.01544068660108947,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,9625-RZFUK
0,68,110.2,7467.5,0,0.014757281553398059,8,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,5153-LXKDT
0,69,106.35,7261.75,0,0.014645230144248974,7,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,5161-UBZXI
0,56,90.55,5116.6,0,0.017697298987608957,6,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1020-JPQOW
0,10,65.9,660.05,0,0.09984092114233772,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,7919-ZODZZ
0,63,104.5,6590.8,0,0.015855434848576804,8,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0565-JUPYD
0,24,52.5,1208.15,0,0.04345486901460911,6,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,6867-ACCZI
0,19,56.1,1033.9,0,0.05426056678595609,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5939-XAIXZ
0,22,88.75,1885.15,0,0.04707848181842293,5,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,9054-FOWNV
0,29,84.45,2467.1,1,0.034230473025009124,5,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2683-BPJSO
0,13,75.3,989.45,1,0.07610288544140684,6,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,2157-MXBJS
0,70,26.0,2006.95,0,0.012954981439497745,2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,8207-VVMYB
0,49,99.4,5025.0,0,0.019781094527363187,6,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,9732-EQMWY
1,43,109.55,4830.25,1,0.02267998550799648,8,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,9360-AHGNL
0,3,19.6,59.75,1,0.3280334728033473,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1087-UDSIH
0,42,73.15,3088.25,0,0.023686553873552986,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,5269-NRGDP
0,57,54.65,3134.7,0,0.017433885220276262,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,6195-MELTI
1,2,66.4,94.55,1,0.7022739291380223,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5485-WUYWF
0,72,115.55,8312.4,0,0.01390091910880131,9,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,2121-JAFOM
1,46,104.45,4863.85,0,0.02147475765083216,7,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8818-DOPVL
1,66,100.05,6871.9,1,0.014559292189932916,6,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,2632-UCGVD
0,62,102.0,6529.25,1,0.015622008653367539,7,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,5445-PZWGX
0,72,91.15,6637.9,0,0.013731752512089669,9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1227-UDMZR
0,35,89.7,3165.6,0,0.028335860500379076,5,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5198-HQAEN
0,17,90.2,1454.15,1,0.062029364233400955,6,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9170-CCKOU
0,72,92.4,6786.1,0,0.013616068139284714,9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,2167-FQSTQ
0,28,19.9,543.0,0,0.03664825046040515,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2819-GWENI
0,56,25.15,1327.15,1,0.01895038239837245,2,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1043-YCUTE
0,31,79.85,2404.15,1,0.03321340182600919,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3814-MLAXC
0,45,18.85,867.3,0,0.02173411737576387,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3572-UUHRS
0,1,25.75,25.75,0,1.0,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2692-PFYTJ
0,2,49.6,114.7,1,0.43243243243243246,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1226-UDFZR
0,6,20.95,109.5,0,0.191324200913242,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,5955-EPOAZ
0,48,97.05,4692.95,0,0.02067995610436932,6,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,6821-JPCDC
0,25,25.4,546.85,0,0.04644783761543384,2,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,8815-LMFLX
0,64,19.7,1274.05,0,0.015462501471684785,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,9135-HSWOC
0,50,35.0,1782.4,0,0.01963644524236984,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8582-KRHPJ
0,52,101.25,5301.1,0,0.019099809473505498,6,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,5811-IWXYM
1,4,70.2,280.35,0,0.25040128410914925,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7044-YAACC
1,32,90.95,2897.95,0,0.03138425438672165,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,8189-XRIKE
0,45,73.85,3371.0,0,0.021907445861762086,7,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1506-YJTYT
0,9,88.05,801.3,0,0.10988393859977537,5,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4123-DVHPH
1,66,105.95,6975.25,1,0.015189419734059711,7,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,6425-YQLLO
0,3,91.85,257.05,1,0.3573234779225831,5,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5442-UTCVD
0,54,20.1,1079.45,0,0.018620593820927324,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2228-BZDEE
0,1,40.1,40.1,1,1.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,7734-DBOAI
0,64,110.3,6997.3,0,0.015763222957426434,8,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2789-CZANW
1,31,73.9,2217.15,1,0.033331078185959456,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2091-RFFBA
0,14,89.8,1129.1,1,0.07953237091488796,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2114-MGINA
0,12,85.15,979.05,0,0.08697206475665187,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,7596-LDUXP
1,67,60.95,4119.4,0,0.014795844054959461,5,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3740-RLMVT
0,35,72.25,2568.55,1,0.02812871075120204,7,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4489-SNOJF
0,45,73.55,3349.1,0,0.021961123884028544,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2192-OZITF
0,10,46.0,492.1,0,0.09347693558219873,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5651-CPDND
1,29,58.55,1718.95,0,0.03406149102649873,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2186-QZEYA
0,24,24.6,605.25,0,0.04064436183395292,2,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1131-ALZWV
0,66,19.75,1344.5,0,0.014689475641502418,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,7729-XBTWX
0,51,86.35,4267.15,0,0.02023598889188334,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,9134-WYRVP
0,45,25.5,1121.05,0,0.02274653226885509,2,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,3284-SVCRO
0,49,19.0,918.7,0,0.020681397627081745,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9732-OUYRN
0,29,19.55,521.8,0,0.037466462246071294,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0559-CKHUS
0,40,110.1,4469.1,0,0.02463583271799691,8,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,2931-SVLTV
1,37,96.55,3580.3,1,0.026967013937379547,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,6899-PPEEA
0,25,69.75,1729.35,0,0.04033307311995837,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7504-UWHNB
0,22,50.6,1073.3,0,0.0471443212522128,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2582-FFFZR
0,72,65.6,4566.5,0,0.014365487791525237,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,8908-NMQTX
0,7,40.1,293.3,1,0.13672008182748038,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2187-LZGPL
0,33,82.1,2603.1,0,0.03153931850485959,7,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1431-AIDJQ
0,23,79.1,1783.75,0,0.0443447792571829,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6288-LBEAR
1,24,101.25,2440.15,1,0.041493350818597216,6,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,4597-NUCQV
0,1,79.55,79.55,1,1.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9019-QVLZD
0,69,90.65,6322.1,0,0.014338590025466221,9,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,8413-YNHNV
0,3,20.55,57.4,0,0.35801393728222997,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,5808-TOTXO
0,56,75.75,4284.65,0,0.01767939038194485,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,4369-NYSCF
0,65,110.0,7138.65,0,0.015409075945732037,8,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,6333-YDVLT
0,71,20.85,1539.75,0,0.013541159279103751,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5324-KTGCG
1,14,80.35,1058.1,0,0.07593800207919857,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5599-HVLTW
0,2,70.15,123.8,0,0.5666397415185784,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7394-LWLYN
0,32,84.05,2781.85,1,0.03021370670596905,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3707-LRWZD
0,40,67.45,2731.0,0,0.024697912852435007,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6873-UDNLD
0,1,20.75,20.75,0,1.0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2700-LUEVA
0,1,89.1,89.1,1,1.0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1455-ESIQH
0,7,69.9,497.3,0,0.14055901870098533,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0958-YHXGP
0,15,51.1,711.15,0,0.0718554454053294,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1101-SSWAG
0,17,94.4,1607.2,1,0.0587356893977103,6,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2979-SXESE
0,19,78.25,1490.95,1,0.05248331600657299,4,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4013-TLDHQ
0,71,25.55,1898.1,0,0.013460829250302935,2,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5743-KHMNA
0,54,60.0,3273.95,0,0.018326486354403704,5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4194-FJARJ
0,31,90.55,2929.75,0,0.030907073982421707,6,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,5325-UWTWJ
0,11,76.4,838.7,0,0.09109335876952426,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3969-GYXEL
1,18,84.95,1443.65,0,0.05884390260797284,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,9208-OLGAQ
1,72,110.1,7746.7,0,0.014212503388539636,8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,3244-CQPHU
1,71,99.65,6951.15,0,0.014335757392661647,6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2674-MLXMN
1,5,45.4,214.75,0,0.21140861466821886,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9708-HPXWZ
0,38,69.0,2669.45,0,0.025848021127947707,6,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,6992-TKNYO
0,5,48.65,235.2,0,0.2068452380952381,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4468-YDOVK
1,2,44.15,92.65,1,0.47652455477603883,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3754-DXMRT
1,52,59.85,3103.25,0,0.019286232175944575,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5792-JALQC
1,8,75.75,606.25,1,0.12494845360824743,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7130-VTEWQ
0,68,80.65,5330.2,0,0.015130764324040376,7,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2200-DSAAL
0,69,20.55,1403.1,0,0.01464614068847552,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,4302-ZYFEL
0,42,66.4,2727.8,0,0.024341960554292837,6,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,9351-LZYGF
0,50,100.2,5038.45,0,0.019887068443668193,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,4366-CTOUZ
0,1,19.1,19.1,1,1.0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,6121-VZNQB
1,1,80.3,80.3,1,1.0,4,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7903-CMPEY
0,33,44.55,1462.6,0,0.030459455763708464,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1518-OMDIK
0,7,20.35,150.6,0,0.13512616201859232,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6671-NGWON
0,64,91.8,5960.5,0,0.015401392500629142,6,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0595-ITUDF
0,1,74.9,74.9,1,1.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6996-KNSML
0,59,20.2,1192.3,0,0.016942044787385726,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1955-IBMMB
0,6,50.35,314.55,0,0.16006994118582102,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0096-BXERS
0,3,18.8,56.0,0,0.33571428571428574,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3806-YAZOV
0,15,20.45,330.8,0,0.061819830713422,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,7998-ZLXWN
0,13,64.75,877.35,0,0.07380178947968313,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,6253-WRFHY
0,23,98.7,2249.1,0,0.043884220354808594,6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,9133-AYJZG
1,31,89.45,2807.65,0,0.03185938418250138,5,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2675-OTVVJ
0,29,58.75,1696.2,0,0.03463624572573989,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,8680-CGLTP
0,49,20.7,1032.05,0,0.02005716777287922,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,8430-TWCBX
0,56,85.6,4902.8,0,0.017459410948845556,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5018-GWURO
0,63,80.3,4995.35,0,0.016074949703223998,8,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,6741-QRLUP
0,63,79.8,5034.05,0,0.015852047556142668,7,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,4737-HOBAX
1,24,79.85,1857.75,0,0.04298210200511371,4,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0537-QYZZN
1,36,54.1,1992.85,0,0.027147050706274933,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3340-QBBFM
1,9,80.85,751.65,1,0.10756336060666533,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1704-NRWYE
0,3,24.75,66.95,1,0.36967886482449586,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2592-SEIFQ
0,21,80.9,1714.95,0,0.04717338697921222,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,8200-KLNYW
0,13,24.5,343.6,0,0.07130384167636787,2,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3372-CDXFJ
0,1,20.15,20.15,0,1.0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4781-ZXYGU
0,25,20.05,520.1,0,0.038550278792539895,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,7632-YUTXB
